CATEGORY,SUB CATEGORY,UNIT,DESIGNATION,NAME,VPN,MOBILE1,MOBILE2,STD,LANDLINE1,LANDLINE2, FAX,EMAIL,ADDRESS
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Pothukal PS,,15037,94979 80692,,04931,241520,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Pookottumpadam PS,,,94979 75612,,04931,260181,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,DySP,,15038,94979 90105,,0494,2431450,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Tirur PS,,15039,94979 87166,94979 80683,0494,2422046,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kottakkal PS,,15040,94979 80661,,0483,2742253,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Traffic Tirur,,,94979 80698,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Tanur PS,,15042,94979 87167,,0494,2440221,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Tanur PS,,15041,94979 81332,,0494,2441300,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Parappanangadi PS ,,15043,94979 80674,,0494,2410260,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Ponnani PS,,15045,94979 87168,,0494,2666037,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Ponnani PS,,15044,94979 80679,,0494,2666027,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Changaramkulam PS ,,15046,94979 80653,,0494,2650437,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Perumpadappu PS,,15047,94979 80678,,0494,2670259,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Valanchery PS,,15049,94979 87169,,0494,2644343,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Valanchery PS,,15048,94979 80687,,0494,2644143,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kalpakanchery PS,,15050,94979 80656,,0494,2547022,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kuttipuram PS,,15051,94979 80663,,0494,2608250,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,MALAPPURAM  ,Kadampuzha PS,,19433,94979 63371,,0494,2616006,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR RANGE,IGP KNR Range,,16000,94979 98990,,0497,2711500,,2711500,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR RANGE,Residence,,19440,,,0497,2704800,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR RANGE,Office,,16001,,,0497,2700586,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR RANGE,AA,,,94979 65339,,0497,2700586,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,District Police Chief,,15100,94979 96989,,0495,2722911,,2722116,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,DCP  L&O,,,94979 90109,,0495,2720100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,City Police Office  ,,15102,,,0495,2722673,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AA,,,94979 65335,,0495,2722673,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Manager,,,94979 65304,,0495,2722673,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AO,,,94979 65325,,0495,2722673,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC [Admn],,15102,94979 90106,,0495,2722673,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC Special Branch,,15103,94979 90107,,0495,2721697,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC DCRB,,15104,94979 90108,,0495,2725171,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC Narcotic Cell,,,94979 87370,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC District Crime Branch.,,15105,94979 90110,,0495,2724220,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Crime Stopper,,15106,1090,,0495,2720090,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Cyber Cell,,,94979 76009,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,DC AR,,15109,94979 90239,,0495,2370788,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AR Camp,,,,,0495,2370788,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC Control Room,,15111,94979 90111,,0495,2721831,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Inspector/Control Room,,,94979 87175,,0495,2721831,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Bomb/ Dog  Squad,,,,,0495,2724443,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC Traffic South,,15112,94979 90113,,0495,2721017,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC Traffic North,,,94979 90112,,0495,2376752,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Inspector City Traffic,,,94979 87176,,0495,2721017,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC Kozhikode South ,,15113,94979 90114,,0495,2367463,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Kozhikode Town PS,,15114,94979 87177,94979 80711,0495,2366232,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Chemmangad PS ,,15115,94979 80705,,0495,2304178,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Kasaba PS,,15116,94979 87178,94979 80710,0495,2722286,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Panniankara PS ,,15117,94979 80723,,0495,2320860,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Nallalam PS,,15119,94979 87179,94979 80721,0495,2420643,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Feroke PS ,,15120,94979 80708,,0495,2482230,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Beypore PS ,,15121,94979 80724,,0495,2414002,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Marad PS,,15122,94979 80726,,0495,2418200,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,AC Kozhikode North   ,,15124,94979 90115,,0495,2367473,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Medical College PS ,,15125,94979 87180,94979 80717,0495,2357691,2357644,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Mavoor PS  ,,15126,94979 80716,,0495,2883124,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Nadakkavu  PS,,15127,94979 87181,94979 80720,0495,2766433,2767344,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Elathur PS ,,15128,94979 80707,,0495,2462045,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Vellayil PS,,15129,94979 80728,,0495,2384799,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Chevayur PS,,15130,94979 87182,94979 80706,0495,2371403,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Kunnamangalam PS,,15131,94979 80714,,495,2800256,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Inspector Beypore Coastal PS,,,94979 34640,,0495,2471003,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Coastal PS Beypore,,,94979 63475,,0495,2471003,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Elathur Costal P S,,,9497987183,,0495,2461182,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Vanitha PS,,15118,94979 63644,,0495,2724070,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Inspector Women Cell,,15132,94979 87185,,0495,2724420,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Police Surgeon,,15133,,,0495,2359417,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Kilo 8 - Highway Police,,,94979 63559,,0495,2420643,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,Central Police Canteen,,,,,0495,2370139,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE CITY,"Manager, Central Police Canteen",,,94979 90276,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,District Police Chief,,15200,94979 96975,,0496,2523100,,2523100,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Dy SP [Admn],,15201,94979 90117,,0496,2523031,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,DPO ,,,,,0496,2523031,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,AA,,,94979 65332,,0496,2523031,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Manager,,,94979 65305,,0496,2523031,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Dy SP Special Branch,,15202,94979 90118,,0496,2523041,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Dy SP DCRB,,15203,94979 90119,,0496,2522605,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Dy SP Narcotic Cell,,15238,94979 90121,,0496,2522622,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Dy SP District Crime Branch,,15204,94979 90120,,0496,2526750,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Dist. Control Room Vadakara,,,94979 80806,,0496,2513978,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Crime Stopper Cell,,15205,,,0496,2523091,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Cyber cell,,,9497976010,,0496,2523131,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,District Passport Cell,,15237,,,0496,2525565,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,AC AR/AR Camp,,15207,94979 90278,,0496,2696651,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,DySP,,15208,94979 90123,,0496,2522466,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Vatakara PS,,15209,94979 87186,94979 80796,0496,2524206,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Vatakara Traffic Unit,,,94979 81143,,0496,2514099,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Edacherry PS  ,,15210,94979 80777,,0496,2547022,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Chompala PS,,15239,94979 80802,,0496,2504600,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Payyoli PS,,15211,94979 87187,94979 80788,0496,2602034,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,"Highway Police, Payyoli",,15236,94979 65404,99465 00107,0496,2604915,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Meppayur PS ,,15212,94979 80784,,0496,2676220,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Koyilandy PS  ,,15231,94979 87193,,0496,2620236,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Koyilandy PS  ,,15230,94979 80798,,0496,2620296,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Koyilandy Traffic  ,,,94979 81144,,0496,2623626,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Atholy PS  ,,15232,94979 80774,,0496,2672233,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Vatakara Coastal PS,,,94979 63663,,0496,2513000,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,"Dy.SP Control Room,Nadapuram",,15242,94979 75713,,0496 ,2557000,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,"Dy.SP Control Room,Nadapuram",,15242,94979 65400,,0496 ,2557000,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,DySP,,15243,94979 63648,,0496 ,2554200,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Nadapuram PS  ,,15213,94979 87188,94979 80786,0496,2550225,2551992,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Nadapuram PS  ,,,,,0496,2551007,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Valayam PS,,15214,94979 80795,,0496,2460699,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Kuttiyadi  PS,,15216,94979 87189,,0496,2597100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Kuttiyadi  PS,,15215,94979 80782,,0496,2597200,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Thottippalam PS,,15217,9497980794,,0496,2565890,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Perambara PS,,15219,9497987190,,0496,2610242,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Perambara PS,,15218,9497980790,,0496,2611475,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Peruvannamoozhy PS,,15220,9497980791,,0496,2668234,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Kooranchundu PS,,15221,9497981142,,0496,2560022,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,DySP,,15222,9497990122,,0495,2224500,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Thamrassery PS,,15224,9497987191,,0495,2222240,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Thamrassery PS,,15223,9497980792,,0495,2220040,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Thamrassery Traffic,,,9497981145,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Thiruvambadi PS,,15225,9497980793,,0495,2252038,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Kodenchery PS,,15226,9497980780,,0495,2236236,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Koduvally PS,,15228,9497987192,,0495,2210213,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Koduvally PS,,15227,9497980781,,0495,2210370,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Mukkom PS,,15229,9497980785,,0495,2297133,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Koyilandy Traffic,,,9497981144,,0496,2623626,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Balussery PS,,15233,9497987194,9497980775,0496,2642040,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Kakkur PS,,15235,9497980779,,0496,2260233,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Inspecstor Women cell,,15240,9497987195,,0496,2517767,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KOZHIKODE RURAL,Women Cell,,15240,9497980807,,0496,2517767,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,District Police Chief,,15300,9497996974,,04936,202525,,202525,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Dy.SP (Admn),,15031,9497990124,,04936,202522,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,DPO,,,,,04936,202522,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Manager,,,9497965296,,04936,202522,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,AA,,,9497965333,,04936,202522,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,DySP DCRB,,,9497990126,,04936,202527,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Dy SP Special branch,,15302,9497990125,,04936,202521,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Dy SP Narcotic Cell,,,9497990129,,04936,205655,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,DySP District Crime Branch,,,9497990127,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,crime stoper,,,,,04936,202521,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND," control room, kalpetta",,,,,04936,205808,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,AC AR/AR camp,,15305,9497987368,,04936,202526,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,DySP,,15306,9497990130,,04936,202096,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Traffic Unit,,15307,9497980828,,04936,202524,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,kalpetta PS,,15308,9497987196,9497980811,04936,202400,205525,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,meppadi PS,,15309,9497980818,,04936,282433,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Meenangadi PS,,15325,9497987197,,04936,247204,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Meenangadi PS,,15310,9497980815,,04936,248410,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Kambalakkad PS,,15311,9497980813,,04936,286635,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Panamaram PS,,,9497980836,,04936,222200,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Vythiri,,15312,9497987198,9497980826,04936,255225,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Padinjarethara PS,,15313,9497980819,,04936,273401,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,DySP,,15314,9497990131,,04936,240362,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Mananthavadi PS,,15315,9497987199,9497980816,04936,240232,240235,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Mananthavadi Traffic,,,9497990131,,04936,240232,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Thirunelly PS,,15317,9497980831,,04936,210264,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Thalapuzha PS,,15318,9497980823,,04936,256262,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Vellamunda PS,,15319,9497980825,,04936,230332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Thondarnadu PS,,,9497925480,,04936,235332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,S. Battery PS,,15320,9497987200,9497980821,04936,220400,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Bathery Traffic Unit,,,9497980832,,,,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Ambalavayal,,15322,9497980810,,04936,260436,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Pulpally PS,,15323,9497987201,9497980820,04936,240294,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Kenichira PS,,15324,9497980814,,04936,211545,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Dy SP SMS Unit,,15304,9497990128,,04935,240180,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Inspector Women cell,,,9497987202,,04936,20600,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,WAYAND,Women Help line,,,,,04936,206127,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,District Police Chief,,16100,9497996973,,0497,2763330,,2763330,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DySP[Admn],,16101,9497990132,,0497,2763332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DPO,,,,,0497,2763332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Sr.AA,,,9497965272,,0497,2763332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Manager,,,9497965293,,0497,2763332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,AO,,,9497965318,,0497,2763332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DySP Special Branch,,16102,9497990134,,0497,2763334,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DySP DCRB,,,9497990133,,0497,2700815,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DySP Narcotic Cell,,,9497990135,,0497,2763339,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DySP District Crime Branch,,,9497990136,,0497,2763332,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Crime Stopper,,,,,0497,1090,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DC AR,,16103,9497990238,,0497,2763333,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,AC(Adj) AR,,19511,9497990280,,0497,2763333,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,AC(HQ),,,9491990279,,0497,2763333,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,AC-1,,,9497990307,,0497,2763333,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,AR Camp,,,,,0497,2763333,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DySP,,16107,9497990137,,0497,2763335,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Inspector Kannur Town,,16110,9497987203,,0497,2763336,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Kannur Town PS,,16108,9497980893,,0497,2763337,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Traffic PS,,16109,949798098,,0497,2763338,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Kannur City PS,,16111,9497987204,9497980855,0497,2731187,2731115,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Edakkad PS,,16112,9497980848,,0497,2832022,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Chackarackal PS,,16113,9497980843,,0497,2851669,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Valapattanam PS,,16114,9497987205,,0497,2778100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Valapattanam PS,,16152,9497980887,,0497,2777100,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Kannapuram PS,,16115,9497980854,,0497,2860244,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Mayyil PS,,,9497998088,,0497,2274000,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,DySP,,16116,9497990140,,0490,2490200,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Iritty PS,,16117,9497980851,9497987206,0490,2491221,2494400,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Ulikkal PS,,16118,9497980886,,0490,2228121,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Karikottakari PS,,16119,9497980856,,0490,2454520,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Aralam PS,,16120,9497980842,,0490,2454540,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Muzhakunnu PS,,,9497980853,,0490,2458200,,,,
"ZONES, RANGES & POLICE DISTRICTS",NORTH ZONE,KANNUR,Peravoor PS,,16121,9497987211,9497981138,0490,2444453,,,,
